  2020-Jun-20 130437.201730 ,               56275394  
  2020-Jun-20 130438.233664 ,               56275394  
  2020-Jun-20 130439.252540 ,               56275395  
  2020-Jun-20 130440.274396 ,               56275395  
  2020-Jun-20 130441.296796 ,               56275395  
  2020-Jun-20 130442.319604 ,               56275395  
  2020-Jun-20 130443.346478 ,               56275396  
  2020-Jun-20 130444.368310 ,               56275396  
  2020-Jun-20 130445.390498 ,               56275396  
  2020-Jun-20 130446.410302 ,               56275396  
  2020-Jun-20 130447.431714 ,               56275397  
  2020-Jun-20 130448.453529 ,               56275397  
  2020-Jun-20 130449.479718 ,               56275397  
  2020-Jun-20 130450.510283 ,               56275398  
  2020-Jun-20 130451.529446 ,               56275398  
  2020-Jun-20 130452.559444 ,               56275398  
  2020-Jun-20 130453.581334 ,               56275398  
  2020-Jun-20 130454.618443 ,               56275399  
  2020-Jun-20 130455.645261 ,               56275399  
  2020-Jun-20 130456.665254 ,               56275399  
  2020-Jun-20 130457.691361 ,               56275399  
  2020-Jun-20 130458.713695 ,               56275399  
  2020-Jun-20 130459.737134 ,               56275400  
  2020-Jun-20 130500.762940 ,               56275400  
  2020-Jun-20 130501.781952 ,               56275400  
  2020-Jun-20 130502.811063 ,               56275400  
  2020-Jun-20 130503.834761 ,               56275401  
  2020-Jun-20 130504.859745 ,               56275401  
  2020-Jun-20 130505.889989 ,               56275401  
  2020-Jun-20 130506.975283 ,               56275402  
